n,spacecraft,comm,comm1,rx1,tx1,comm2,rx2,tx2,nav,prop,gyro,gyro1,gyro2,gps,gps1,gps2,power,supply1,supply2
694,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
696,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
698,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
699,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
700,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
702,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
703,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
704,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
705,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
707,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
708,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
709,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
710,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
711,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
712,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
714,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
717,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
718,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
719,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
720,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
721,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
724,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
725,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
727,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
728,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
729,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
730,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
731,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
732,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
733,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
734,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
735,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
736,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
738,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
739,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
740,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
741,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
742,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
747,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
748,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
749,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
750,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
751,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
753,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
754,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
755,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
756,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
757,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
758,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
759,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
760,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
761,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
762,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
764,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
765,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
766,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
767,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
768,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
769,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
770,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
771,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
772,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
773,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
774,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
775,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
777,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
778,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
779,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
780,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
785,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
786,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
787,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
788,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
789,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
790,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
791,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
792,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
793,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
794,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
795,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
796,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
797,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
798,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
799,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
802,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
803,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
804,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
805,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
808,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
809,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
810,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
811,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
812,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
813,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
814,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
815,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
818,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
819,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
820,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
821,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
824,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
828,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
834,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
835,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
836,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
841,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
842,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
843,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
844,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
845,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
846,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
847,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
848,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
849,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
850,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
854,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
855,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
856,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
857,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
859,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
860,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
861,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
862,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
863,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
864,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
865,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
867,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
868,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
869,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
870,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
871,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
872,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
873,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
876,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
877,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
878,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
879,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
880,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
882,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
883,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
884,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
885,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
886,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
887,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
888,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
889,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
890,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
891,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
892,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
893,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
895,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
896,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
897,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
898,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
899,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
901,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
902,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
903,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
904,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
905,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
906,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
908,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
910,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
912,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
914,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
915,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
917,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
918,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
919,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
920,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
921,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
923,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
924,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
925,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
927,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
928,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
929,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
930,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
931,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
932,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
933,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
934,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
935,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
936,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
937,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
938,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
939,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
940,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
942,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
943,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
944,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
945,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
946,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
947,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
948,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
949,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
950,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
951,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
952,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
953,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
954,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
956,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
957,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
959,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
961,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
962,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
963,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
964,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
965,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
966,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
967,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
968,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
969,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
970,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
971,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
972,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
973,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
974,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
975,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
976,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
979,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
980,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
981,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
982,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
985,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
986,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
987,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
988,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
989,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
990,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
991,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
993,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
994,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
996,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
997,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
998,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
999,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
